Time,Temperature,Pressure,Altitude,Latitude,Longitude
0,12,34,40,41.382736,2.154902
3,18,40,40,41.382736,2.154902
0,12,34,40,41.382736,2.154902,0.00,0.00,0.00
3,18,40,40,41.382736,2.154902,0.00,0.00,0.00
6,24,46,40,41.382736,2.154902,0.00,0.00,0.00
9,30,52,40,41.382736,2.154902,0.00,0.00,0.00
12,36,58,40,41.382736,2.154902,0.00,0.00,0.00
15,42,64,40,41.382736,2.154902,0.00,0.00,0.00
18,48,70,40,41.382736,2.154902,0.00,0.00,0.00
21,54,76,40,41.382736,2.154902,0.00,0.00,0.00
24,60,82,40,41.382736,2.154902,0.00,0.00,0.00
27,66,88,40,41.382736,2.154902,0.00,0.00,0.00
30,72,94,40,41.382736,2.154902,0.00,0.00,0.00
33,78,100,40,41.382736,2.154902,0.00,0.00,0.00
36,84,106,40,41.382736,2.154902,0.00,0.00,0.00
39,90,112,40,41.382736,2.154902,0.00,0.00,0.00
42,96,118,40,41.382736,2.154902,0.00,0.00,0.00
45,102,124,40,41.382736,2.154902,0.00,0.00,0.00
48,108,130,40,41.382736,2.154902,0.00,0.00,0.00
51,114,136,40,41.382736,2.154902,0.00,0.00,0.00
54,120,142,40,41.382736,2.154902,0.00,0.00,0.00
57,126,148,40,41.382736,2.154902,0.00,0.00,0.00
60,132,154,40,41.382736,2.154902,0.00,0.00,0.00
63,138,160,40,41.382736,2.154902,0.00,0.00,0.00
66,144,166,40,41.382736,2.154902,0.00,0.00,0.00
69,150,172,40,41.382736,2.154902,0.00,0.00,0.00
72,156,178,40,41.382736,2.154902,0.00,0.00,0.00
75,162,184,40,41.382736,2.154902,0.00,0.00,0.00
78,168,190,40,41.382736,2.154902,0.00,0.00,0.00
81,174,196,40,41.382736,2.154902,0.00,0.00,0.00
84,180,202,40,41.382736,2.154902,0.00,0.00,0.00
87,186,208,40,41.382736,2.154902,0.00,0.00,0.00
90,192,214,40,41.382736,2.154902,0.00,0.00,0.00
93,198,220,40,41.382736,2.154902,0.00,0.00,0.00
96,204,226,40,41.382736,2.154902,0.00,0.00,0.00
99,210,232,40,41.382736,2.154902,0.00,0.00,0.00
102,216,238,40,41.382736,2.154902,0.00,0.00,0.00
105,222,244,40,41.382736,2.154902,0.00,0.00,0.00
108,228,250,40,41.382736,2.154902,0.00,0.00,0.00
111,234,256,40,41.382736,2.154902,0.00,0.00,0.00
114,240,262,40,41.382736,2.154902,0.00,0.00,0.00
117,246,268,40,41.382736,2.154902,0.00,0.00,0.00
120,252,274,40,41.382736,2.154902,0.00,0.00,0.00
123,258,280,40,41.382736,2.154902,0.00,0.00,0.00
126,264,286,40,41.382736,2.154902,0.00,0.00,0.00
129,270,292,40,41.382736,2.154902,0.00,0.00,0.00
132,276,298,40,41.382736,2.154902,0.00,0.00,0.00
135,282,304,40,41.382736,2.154902,0.00,0.00,0.00
138,288,310,40,41.382736,2.154902,0.00,0.00,0.00
141,294,316,40,41.382736,2.154902,0.00,0.00,0.00
144,300,322,40,41.382736,2.154902,0.00,0.00,0.00
147,306,328,40,41.382736,2.154902,0.00,0.00,0.00
150,312,334,40,41.382736,2.154902,0.00,0.00,0.00
153,318,340,40,41.382736,2.154902,0.00,0.00,0.00
156,324,346,40,41.382736,2.154902,0.00,0.00,0.00
159,330,352,40,41.382736,2.154902,0.00,0.00,0.00
162,336,358,40,41.382736,2.154902,0.00,0.00,0.00
165,342,364,40,41.382736,2.154902,0.00,0.00,0.00
168,348,370,40,41.382736,2.154902,0.00,0.00,0.00
171,354,376,40,41.382736,2.154902,0.00,0.00,0.00
174,360,382,40,41.382736,2.154902,0.00,0.00,0.00
177,366,388,40,41.382736,2.154902,0.00,0.00,0.00
180,372,394,40,41.382736,2.154902,0.00,0.00,0.00
183,378,400,40,41.382736,2.154902,0.00,0.00,0.00
186,384,406,40,41.382736,2.154902,0.00,0.00,0.00
189,390,412,40,41.382736,2.154902,0.00,0.00,0.00
192,396,418,40,41.382736,2.154902,0.00,0.00,0.00
195,402,424,40,41.382736,2.154902,0.00,0.00,0.00
198,408,430,40,41.382736,2.154902,0.00,0.00,0.00
201,414,436,40,41.382736,2.154902,0.00,0.00,0.00
204,420,442,40,41.382736,2.154902,0.00,0.00,0.00
207,426,448,40,41.382736,2.154902,0.00,0.00,0.00
210,432,454,40,41.382736,2.154902,0.00,0.00,0.00
213,438,460,40,41.382736,2.154902,0.00,0.00,0.00
216,444,466,40,41.382736,2.154902,0.00,0.00,0.00
219,450,472,40,41.382736,2.154902,0.00,0.00,0.00
222,456,478,40,41.382736,2.154902,0.00,0.00,0.00
225,462,484,40,41.382736,2.154902,0.00,0.00,0.00
228,468,490,40,41.382736,2.154902,0.00,0.00,0.00
